hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay,total_revenue,occupancy_rate,weekend_ratio,cancellation_risk
Luxury Resort,False,52,2016,April,15,7,1,3,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,E,E,0,No Deposit,250.0,Not Applicable,0,Regular,74.7,0,0,Checked-Out,11-04-2016,4,Spring,False,2.0,False,298.8,0.5,0.2499375156210947,Medium
Luxury Resort,True,36,2017,June,24,16,2,2,2,2.0,0,SB,BRA,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,0,0,Cancelled,11-05-2017,4,Summer,True,4.0,False,1026.0,1.0,0.4998750312421894,Medium
Urban Hotel,False,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,109.0,0,0,Checked-Out,20-09-2015,2,Autumn,False,2.0,False,218.0,0.5,0.0,Medium
Urban Hotel,False,101,2016,May,19,5,0,3,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,126.9,0,1,Checked-Out,08-05-2016,3,Spring,False,2.0,False,380.70000000000005,0.5,0.0,High
Urban Hotel,True,87,2017,April,15,15,2,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,100.0,0,0,Cancelled,18-01-2017,4,Spring,False,2.0,False,400.0,0.5,0.4998750312421894,Medium
Urban Hotel,False,102,2016,July,30,23,2,5,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,114.3,1,1,Checked-Out,30-07-2016,7,Summer,False,2.0,True,800.1,0.5,0.285673475217826,High
Urban Hotel,False,31,2017,June,26,27,0,1,1,0.0,0,SB,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.0,0,3,Checked-Out,28-06-2017,1,Summer,False,1.0,False,99.0,0.25,0.0,Medium
Luxury Resort,False,386,2016,October,43,20,1,3,3,0.0,0,SB,GBR,Group Bookings,Corporate,False,0,0,A,A,3,No Deposit,,Not Applicable,0,Regular-Party,79.0,0,1,Checked-Out,24-10-2016,4,Autumn,False,3.0,False,316.0,0.75,0.2499375156210947,
Luxury Resort,False,202,2017,May,18,4,0,1,2,0.0,0,SB,BRA,Group Bookings,TA/TO,False,0,0,D,D,0,No Deposit,251.0,Not Applicable,0,Regular-Party,62.0,0,1,Checked-Out,05-05-2017,1,Spring,False,2.0,False,62.0,0.5,0.0,High
Urban Hotel,True,100,2015,October,44,31,1,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,62.0,0,0,Cancelled,19-10-2015,2,Autumn,False,2.0,False,124.0,0.5,0.49975012493753124,High
Urban Hotel,True,153,2017,June,25,21,0,4,1,0.0,0,SB,PRT,Corporate,TA/TO,False,0,0,A,A,0,Non Refund,,348.0,0,Regular,110.0,0,0,Cancelled,19-01-2017,4,Summer,False,1.0,False,440.0,0.25,0.0,High
Luxury Resort,True,212,2017,July,28,14,3,7,2,2.0,0,HB,SEN,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,0,0,Cancelled,14-06-2017,10,Summer,True,4.0,True,2565.0,1.0,0.29997000299970006,High
Luxury Resort,False,67,2017,May,20,17,1,4,2,0.0,0,SB,NLD,Direct,Direct,False,0,0,G,G,2,No Deposit,250.0,Not Applicable,0,Regular,160.0,0,0,Checked-Out,22-05-2017,5,Spring,False,2.0,False,800.0,0.5,0.1999600079984003,Medium
Urban Hotel,False,18,2016,November,49,30,0,2,2,0.0,0,SB,MYS,Online TA,TA/TO,False,0,0,D,B,1,No Deposit,9.0,Not Applicable,0,Regular-Party,154.0,0,0,Checked-Out,02-12-2016,2,Autumn,False,2.0,False,308.0,0.5,0.0,Low
Urban Hotel,False,198,2015,October,40,3,1,1,2,0.0,0,SB,FRA,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,60.0,0,0,Checked-Out,05-10-2015,2,Autumn,False,2.0,False,120.0,0.5,0.49975012493753124,High
Urban Hotel,True,177,2016,August,33,12,1,2,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,127.8,0,1,Cancelled,07-03-2016,3,Summer,False,2.0,False,383.4,0.5,0.33322225924691773,High
Luxury Resort,False,145,2016,July,30,18,1,4,3,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,False,0,0,A,B,1,No Deposit,196.0,Not Applicable,0,Regular,190.0,0,1,Checked-Out,23-07-2016,5,Summer,False,3.0,False,950.0,0.75,0.1999600079984003,High
Urban Hotel,True,111,2017,March,13,31,0,2,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,107.1,0,0,Cancelled,07-01-2017,2,Spring,False,2.0,False,214.2,0.5,0.0,High
Urban Hotel,True,113,2016,May,23,31,0,3,1,0.0,0,SB,PRT,Corporate,TA/TO,False,0,0,A,A,0,Non Refund,,202.0,0,Regular,100.0,0,0,Cancelled,11-04-2016,3,Spring,False,1.0,False,300.0,0.25,0.0,High
Urban Hotel,True,79,2017,July,31,31,1,4,2,0.0,0,SC,SWE,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,124.0,0,0,Cancelled,14-05-2017,5,Summer,False,2.0,False,620.0,0.5,0.1999600079984003,Medium
Luxury Resort,False,3,2016,April,18,28,2,3,1,0.0,0,HB,IRL,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular-Party,127.0,0,1,Checked-Out,03-05-2016,5,Spring,False,1.0,False,635.0,0.25,0.3999200159968006,Very Low
Urban Hotel,True,101,2017,June,23,10,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,184.63,0,0,Cancelled,22-05-2017,7,Summer,False,2.0,True,1292.4099999999999,0.5,0.285673475217826,High
Urban Hotel,False,101,2016,October,41,7,1,2,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,118.8,0,1,Checked-Out,10-10-2016,3,Autumn,False,2.0,False,356.4,0.5,0.33322225924691773,High
Luxury Resort,False,0,2017,January,1,6,0,1,3,0.0,0,SB,Unknown,Online TA,TA/TO,True,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular-Party,48.0,0,0,Checked-Out,07-01-2017,1,Winter,False,3.0,False,48.0,0.75,0.0,
Urban Hotel,False,0,2015,November,47,20,2,5,1,0.0,0,SB,AGO,Corporate,Direct,False,0,0,A,B,1,No Deposit,71.0,Not Applicable,0,Regular,100.0,0,1,Checked-Out,27-11-2015,7,Autumn,False,1.0,True,700.0,0.25,0.285673475217826,
Luxury Resort,False,13,2017,February,8,21,2,7,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,436.0,Not Applicable,0,Regular,44.0,0,0,Checked-Out,02-03-2017,9,Winter,False,2.0,True,396.0,0.5,0.22219753360737698,Low
Urban Hotel,False,11,2015,December,50,8,0,1,1,0.0,0,SB,FRA,Direct,Direct,False,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,85.0,0,0,Checked-Out,09-12-2015,1,Winter,False,1.0,False,85.0,0.25,0.0,Low
Luxury Resort,False,6,2015,December,51,14,1,0,1,0.0,0,SB,PRT,Corporate,TA/TO,False,0,0,A,D,0,No Deposit,352.0,Not Applicable,0,Regular,38.0,0,0,Checked-Out,15-12-2015,1,Winter,False,1.0,False,38.0,0.25,0.9990009990009991,Very Low
Urban Hotel,True,50,2015,October,43,24,1,1,2,0.0,0,SB,PRT,Group Bookings,Direct,False,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,75.0,0,0,Cancelled,07-10-2015,2,Autumn,False,2.0,False,150.0,0.5,0.49975012493753124,Medium
Luxury Resort,False,197,2016,June,27,26,2,5,2,0.0,0,SB,IRL,Offline TA/TO,TA/TO,False,0,0,E,E,0,No Deposit,171.0,Not Applicable,0,Regular,89.91,0,0,Checked-Out,03-07-2016,7,Summer,False,2.0,True,629.37,0.5,0.285673475217826,High
Urban Hotel,True,9,2016,December,51,16,1,2,2,0.0,0,SC,IDN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,78.0,0,0,Cancelled,08-12-2016,3,Winter,False,2.0,False,234.0,0.5,0.33322225924691773,Low
Luxury Resort,True,60,2016,April,15,3,2,0,2,1.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,89.0,0,2,Cancelled,05-02-2016,2,Spring,True,3.0,False,178.0,0.75,0.9995002498750625,Medium
Urban Hotel,False,343,2017,April,16,21,2,2,2,0.0,0,SB,ITA,Direct,Direct,False,0,0,B,A,1,No Deposit,,Not Applicable,0,Regular,99.25,0,1,Checked-Out,25-04-2017,4,Spring,False,2.0,False,397.0,0.5,0.4998750312421894,High
Luxury Resort,True,145,2016,May,22,28,2,4,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,147.0,Not Applicable,0,Regular-Party,59.3,0,1,Cancelled,05-01-2016,6,Spring,False,2.0,False,355.79999999999995,0.5,0.33327778703549404,High
Urban Hotel,True,254,2016,September,39,24,1,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,96.0,0,0,Cancelled,01-03-2016,2,Autumn,False,2.0,False,192.0,0.5,0.49975012493753124,High
Urban Hotel,True,123,2016,March,14,30,0,3,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,B,B,0,No Deposit,9.0,Not Applicable,0,Regular-Party,89.92,0,0,Cancelled,13-01-2016,3,Spring,False,2.0,False,269.76,0.5,0.0,High
Luxury Resort,False,2,2017,June,26,29,0,1,1,0.0,0,SB,PRT,Direct,Direct,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,65.0,1,0,Checked-Out,30-06-2017,1,Summer,False,1.0,False,65.0,0.25,0.0,Very Low
Urban Hotel,False,198,2016,July,31,30,1,1,2,0.0,0,HB,ITA,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,96.0,0,1,Checked-Out,01-08-2016,2,Summer,False,2.0,False,192.0,0.5,0.49975012493753124,High
Urban Hotel,False,102,2016,June,24,10,1,2,3,0.0,0,SB,CHE,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular,159.3,0,0,Checked-Out,13-06-2016,3,Summer,False,3.0,False,477.90000000000003,0.75,0.33322225924691773,High
Urban Hotel,False,107,2016,April,18,30,2,3,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.45,0,2,Checked-Out,05-05-2016,5,Spring,False,2.0,False,497.25,0.5,0.3999200159968006,High
Urban Hotel,True,9,2016,April,17,22,1,2,2,1.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,149.0,0,0,Cancelled,14-04-2016,3,Spring,True,3.0,False,447.0,0.75,0.33322225924691773,Low
Urban Hotel,True,62,2016,October,45,31,1,4,2,0.0,0,SB,BEL,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,106.2,0,0,Cancelled,31-08-2016,5,Autumn,False,2.0,False,531.0,0.5,0.1999600079984003,Medium
Urban Hotel,True,43,2016,November,48,25,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,74.8,0,0,Cancelled,15-10-2016,4,Autumn,False,2.0,False,299.2,0.5,0.4998750312421894,Medium
Urban Hotel,True,31,2017,April,14,7,0,2,2,0.0,0,SB,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,0,Cancelled,07-03-2017,2,Spring,False,2.0,False,280.0,0.5,0.0,Medium
Luxury Resort,False,4,2017,January,4,28,0,1,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,D,E,0,No Deposit,,Not Applicable,0,Regular,55.0,1,1,Checked-Out,29-01-2017,1,Winter,False,2.0,False,55.0,0.5,0.0,Very Low
Luxury Resort,False,152,2017,July,29,16,2,3,2,1.0,0,FB,LUX,Direct,Direct,False,0,0,D,D,2,No Deposit,250.0,Not Applicable,0,Regular,256.5,0,0,Checked-Out,21-07-2017,5,Summer,True,3.0,False,1282.5,0.75,0.3999200159968006,High
Urban Hotel,True,91,2017,April,15,12,0,3,2,0.0,0,SC,ARG,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,105.0,0,0,Cancelled,24-01-2017,3,Spring,False,2.0,False,315.0,0.5,0.0,High
Urban Hotel,False,220,2017,March,10,10,1,2,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,99.2,0,1,Checked-Out,13-03-2017,3,Spring,False,2.0,False,297.6,0.5,0.33322225924691773,High
Luxury Resort,False,1,2017,March,11,14,0,3,1,0.0,0,SB,PRT,Corporate,Corporate,True,0,5,A,B,0,No Deposit,,47.0,0,Regular,35.0,0,0,Checked-Out,17-03-2017,3,Spring,False,1.0,False,105.0,0.25,0.0,Very Low
Urban Hotel,False,90,2017,April,16,20,2,3,3,0.0,0,HB,ITA,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,9.0,Not Applicable,0,Regular,198.0,0,3,Checked-Out,25-04-2017,5,Spring,False,3.0,False,990.0,0.75,0.3999200159968006,Medium
Urban Hotel,True,56,2017,February,5,1,0,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,29.0,Not Applicable,0,Regular,60.0,0,0,Cancelled,07-12-2016,3,Winter,False,2.0,False,180.0,0.5,0.0,Medium
Urban Hotel,False,132,2017,June,26,30,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,91.58,0,1,Checked-Out,04-07-2017,4,Summer,False,2.0,False,366.32,0.5,0.4998750312421894,High
Luxury Resort,False,7,2015,November,47,20,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,46.4,0,1,Checked-Out,21-11-2015,1,Autumn,False,2.0,False,46.4,0.5,0.0,Very Low
Urban Hotel,False,46,2016,October,44,25,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,8.0,Not Applicable,0,Regular,119.5,0,2,Checked-Out,27-10-2016,2,Autumn,False,2.0,False,239.0,0.5,0.0,Medium
Urban Hotel,False,208,2017,June,25,21,0,3,2,0.0,0,SB,CN,Online TA,TA/TO,False,0,0,D,D,2,No Deposit,9.0,Not Applicable,0,Regular,133.67,0,2,Checked-Out,24-06-2017,3,Summer,False,2.0,False,401.01,0.5,0.0,High
Luxury Resort,False,34,2015,July,30,23,2,6,3,0.0,0,HB,ROU,Offline TA/TO,TA/TO,False,0,0,D,D,1,No Deposit,171.0,Not Applicable,0,Regular,217.05,1,1,Checked-Out,31-07-2015,8,Summer,False,3.0,True,1736.4,0.75,0.2499687539057618,Medium
Luxury Resort,False,266,2015,September,39,24,2,4,1,0.0,0,SB,IRL,Offline TA/TO,TA/TO,False,0,0,A,C,0,No Deposit,201.0,Not Applicable,0,Regular-Party,34.0,0,0,Checked-Out,30-09-2015,6,Autumn,False,1.0,False,204.0,0.25,0.33327778703549404,High
Luxury Resort,False,252,2017,April,16,22,2,5,2,0.0,0,SB,GBR,Group Bookings,TA/TO,False,0,0,D,D,2,No Deposit,273.0,Not Applicable,0,Regular-Party,76.8,0,0,Checked-Out,29-04-2017,7,Spring,False,2.0,True,537.6,0.5,0.285673475217826,High
Urban Hotel,True,464,2017,July,30,25,0,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,90.0,0,0,Cancelled,30-06-2017,1,Summer,False,2.0,False,90.0,0.5,0.0,
Urban Hotel,True,156,2017,April,17,26,0,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,37.0,Not Applicable,0,Regular,100.0,0,0,Cancelled,21-11-2016,3,Spring,False,2.0,False,300.0,0.5,0.0,High
Urban Hotel,False,2,2015,August,34,21,2,2,2,0.0,0,SB,ESP,Direct,Direct,False,0,0,D,D,0,No Deposit,14.0,Not Applicable,0,Regular,79.0,0,0,Checked-Out,25-08-2015,4,Summer,False,2.0,False,316.0,0.5,0.4998750312421894,Very Low
Urban Hotel,False,30,2017,June,23,8,1,3,2,0.0,0,SC,KOR,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Regular,89.0,0,0,Checked-Out,12-06-2017,4,Summer,False,2.0,False,356.0,0.5,0.2499375156210947,Low
Urban Hotel,False,35,2016,November,49,28,1,2,1,0.0,0,SB,DEU,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular-Party,65.0,0,0,Checked-Out,01-12-2016,3,Autumn,False,1.0,False,195.0,0.25,0.33322225924691773,Medium
Urban Hotel,False,19,2016,September,38,17,0,1,2,0.0,0,SB,DEU,Direct,Direct,False,0,0,A,A,1,No Deposit,14.0,Not Applicable,0,Regular,189.0,0,2,Checked-Out,18-09-2016,1,Autumn,False,2.0,False,189.0,0.5,0.0,Low
Urban Hotel,True,108,2016,July,28,5,1,5,2,1.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,F,1,No Deposit,9.0,Not Applicable,0,Regular,123.25,0,2,No-Show,05-07-2016,6,Summer,True,3.0,False,739.5,0.75,0.16663889351774702,High
Luxury Resort,False,50,2017,April,15,10,1,3,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,89.5,1,0,Checked-Out,14-04-2017,4,Spring,False,2.0,False,358.0,0.5,0.2499375156210947,Medium
Urban Hotel,False,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,False,0,0,A,B,0,No Deposit,6.0,Not Applicable,0,Regular-Party,115.0,0,1,Checked-Out,15-09-2016,2,Autumn,False,2.0,False,230.0,0.5,0.0,High
Urban Hotel,True,23,2015,November,46,13,1,2,1,0.0,0,SB,PRT,Online TA,TA/TO,False,1,0,D,D,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,103.84,0,2,Cancelled,09-11-2015,3,Autumn,False,1.0,False,311.52,0.25,0.33322225924691773,Low
Luxury Resort,False,2,2017,July,30,25,0,5,2,0.0,0,HB,PRT,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,1,1,Checked-Out,30-07-2017,5,Summer,False,2.0,False,1282.5,0.5,0.0,Very Low
Urban Hotel,True,113,2017,May,22,29,1,4,2,0.0,0,SB,IRL,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,145.8,0,0,Cancelled,12-02-2017,5,Spring,False,2.0,False,729.0,0.5,0.1999600079984003,High
Luxury Resort,False,236,2016,May,20,12,0,3,2,0.0,0,SB,GBR,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,315.0,Not Applicable,0,Regular-Party,48.0,0,0,Checked-Out,15-05-2016,3,Spring,False,2.0,False,144.0,0.5,0.0,High
Luxury Resort,True,195,2017,August,31,1,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,231.0,0,0,Cancelled,02-04-2017,6,Summer,False,2.0,False,1386.0,0.5,0.16663889351774702,High
Urban Hotel,False,50,2017,June,25,19,1,1,2,0.0,0,SB,USA,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,150.0,0,1,Checked-Out,21-06-2017,2,Summer,False,2.0,False,300.0,0.5,0.49975012493753124,Medium
Urban Hotel,True,61,2016,July,30,23,1,1,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,105.3,0,0,Cancelled,23-05-2016,2,Summer,False,2.0,False,210.6,0.5,0.49975012493753124,Medium
Luxury Resort,False,104,2015,September,36,2,1,4,2,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,241.0,Not Applicable,0,Regular,71.69,0,0,Checked-Out,07-09-2015,5,Autumn,False,2.0,False,358.45,0.5,0.1999600079984003,High
Urban Hotel,False,20,2017,August,31,3,0,2,2,0.0,0,SB,CHN,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular-Party,190.0,0,2,Checked-Out,05-08-2017,2,Summer,False,2.0,False,380.0,0.5,0.0,Low
Urban Hotel,False,29,2017,May,18,1,1,4,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,128.44,0,1,Checked-Out,06-05-2017,5,Spring,False,2.0,False,642.2,0.5,0.1999600079984003,Low
Luxury Resort,False,0,2015,November,45,4,0,2,1,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,44.1,0,1,Checked-Out,06-11-2015,2,Autumn,False,1.0,False,88.2,0.25,0.0,
Urban Hotel,True,66,2015,October,41,9,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,21.0,Not Applicable,0,Regular-Party,75.0,0,0,Cancelled,25-08-2015,3,Autumn,False,2.0,False,225.0,0.5,0.33322225924691773,Medium
Urban Hotel,False,10,2017,July,30,28,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,143.0,0,0,Checked-Out,31-07-2017,3,Summer,False,2.0,False,429.0,0.5,0.33322225924691773,Low
Luxury Resort,False,0,2016,February,9,25,0,1,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,E,E,0,No Deposit,,Not Applicable,0,Regular,65.0,0,0,Checked-Out,26-02-2016,1,Winter,False,2.0,False,65.0,0.5,0.0,
Urban Hotel,True,313,2015,August,35,26,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,1,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular-Party,62.0,0,0,Cancelled,02-07-2015,2,Summer,False,2.0,False,124.0,0.5,0.0,High
Urban Hotel,True,423,2017,May,21,23,0,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,229.0,Not Applicable,0,Regular,90.0,0,0,Cancelled,28-02-2017,1,Spring,False,2.0,False,90.0,0.5,0.0,
Urban Hotel,True,16,2017,August,31,3,1,3,3,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,239.0,0,2,Cancelled,01-08-2017,4,Summer,False,3.0,False,956.0,0.75,0.2499375156210947,Low
Urban Hotel,False,139,2017,March,12,22,2,5,2,0.0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,83.0,Not Applicable,0,Regular,70.4,0,0,Checked-Out,29-03-2017,7,Spring,False,2.0,True,492.80000000000007,0.5,0.285673475217826,High
Luxury Resort,False,468,2016,May,20,12,0,2,2,0.0,0,HB,FRA,Group Bookings,TA/TO,False,0,0,A,F,0,No Deposit,249.0,Not Applicable,0,Regular-Party,67.0,0,0,Checked-Out,14-05-2016,2,Spring,False,2.0,False,134.0,0.5,0.0,
Urban Hotel,True,177,2017,May,21,22,1,3,2,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,139.5,0,1,Cancelled,11-12-2016,4,Spring,False,2.0,False,558.0,0.5,0.2499375156210947,High
Urban Hotel,True,105,2017,May,20,19,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,160.0,0,0,Cancelled,03-02-2017,2,Spring,False,1.0,False,320.0,0.25,0.0,High
Luxury Resort,False,172,2017,August,34,24,2,5,2,0.0,0,SB,ITA,Direct,Direct,False,0,0,D,D,0,No Deposit,250.0,Not Applicable,0,Regular,205.0,0,2,Checked-Out,31-08-2017,7,Summer,False,2.0,True,1435.0,0.5,0.285673475217826,High
Urban Hotel,True,475,2016,October,44,27,0,2,2,0.0,0,SB,Unknown,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,62.0,0,0,Cancelled,21-10-2015,2,Autumn,False,2.0,False,124.0,0.5,0.0,
Luxury Resort,False,386,2016,October,43,20,1,3,3,0.0,0,SB,GBR,Group Bookings,Corporate,False,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular-Party,79.0,0,1,Checked-Out,24-10-2016,4,Autumn,False,3.0,False,316.0,0.75,0.2499375156210947,
Urban Hotel,True,267,2016,September,40,30,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,26.0,Not Applicable,0,Regular,95.0,0,0,Cancelled,09-02-2016,3,Autumn,False,2.0,False,285.0,0.5,0.33322225924691773,High
Luxury Resort,False,9,2017,March,13,30,1,3,2,0.0,0,SB,RUS,Online TA,TA/TO,False,0,0,A,C,0,No Deposit,,Not Applicable,0,Regular,87.0,1,1,Checked-Out,03-04-2017,4,Spring,False,2.0,False,348.0,0.5,0.2499375156210947,Low
Luxury Resort,False,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Group Bookings,Direct,False,0,0,A,A,0,No Deposit,,Not Applicable,47,Regular-Party,76.8,0,0,Checked-Out,24-10-2015,5,Autumn,False,2.0,False,384.0,0.5,0.1999600079984003,Medium
Urban Hotel,False,1,2016,December,53,26,1,1,3,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,161.0,0,1,Checked-Out,28-12-2016,2,Winter,False,3.0,False,322.0,0.75,0.49975012493753124,Very Low
Urban Hotel,True,27,2017,May,21,21,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,160.0,0,1,Cancelled,01-05-2017,4,Spring,False,2.0,False,640.0,0.5,0.4998750312421894,Low
Luxury Resort,False,14,2016,December,50,5,1,2,2,0.0,0,Undefined,ESP,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,134.0,Not Applicable,0,Regular-Party,79.49,0,0,Checked-Out,08-12-2016,3,Winter,False,2.0,False,238.46999999999997,0.5,0.33322225924691773,Low
